ssc_cgpa,hsc_cgpa,btech_cgpa,work_exp,dsa_score,aptitude_score,coding_rating,sentiment_score,skill_stack_impact,selected
6.9,6.31,9.24,0,4,4,1,-0.38,4,0
9.77,8.89,6.35,0,10,9,4,0.41,8,1
8.05,8.2,8.15,0,5,6,1,-0.47,3,0
9.77,6.39,7.06,0,5,8,5,0.65,2,1
7.41,7.06,7.4,0,1,9,2,-0.35,8,0
9.14,9.79,7.42,1,4,2,3,0.42,2,1
9.91,9.37,6.71,0,6,8,1,0.57,9,1
7.48,8.89,6.7,0,6,2,3,0.31,9,1
7.0,8.42,9.52,0,9,5,3,0.02,7,1
6.81,6.31,9.15,0,6,8,2,0.28,3,1
6.2,6.28,9.21,0,2,5,2,0.67,8,1
9.45,6.32,9.11,1,10,3,3,-0.05,1,1
6.19,9.52,9.25,1,10,2,5,1.0,7,1
6.38,8.54,7.15,0,6,1,4,-0.47,10,1
6.04,7.25,6.05,0,1,5,4,0.26,9,0
8.81,6.21,6.24,0,7,3,2,0.29,7,1
8.33,7.61,9.8,0,5,5,4,-0.41,5,1
9.29,6.76,8.8,0,6,1,5,0.54,6,1
7.54,8.86,6.28,0,4,9,2,-0.27,9,0
7.79,8.5,6.59,1,8,10,1,-0.04,1,1
6.08,8.94,7.95,1,4,1,1,0.58,5,1
